# X1						X2						Label							Prediction
8.381233733917925477e-02 5.866565813916001515e-01 2.424018917807302387e+00 2.447374288345311566e+00
3.976413966091328911e-01 2.589717490360009533e-01 1.202081221228600505e+00 1.480336190720626499e+00
2.767647936120692931e-01 8.997531453795002410e-01 3.838394589502616583e+00 3.906288022498065171e+00
5.224254993870300900e-01 9.403098872300853506e-01 4.410543283246296298e+00 4.334793093973043909e+00
5.131774207502083351e-01 7.277972824314562494e-01 3.641513767901761067e+00 3.476683023133286810e+00
7.385404305156844096e-01 3.614042456605188747e-01 2.263862118020918412e+00 2.259145863670794174e+00
3.043400728939522626e-01 2.105760565866167111e-01 1.406687355496926806e+00 1.185928867323623459e+00
5.867521481107300652e-01 6.446245779797956654e-01 3.426345129946472667e+00 3.224629349994784011e+00
2.867466608969260200e-02 7.401355710376942287e-01 3.183076807370132322e+00 3.000011201414036766e+00
6.541014683949046837e-01 2.930160318203852698e-01 1.601750426286506990e+00 1.894574384738821005e+00
6.790208668510512302e-01 3.460484496303184443e-02 3.937937820784366272e-01 8.903849196739536120e-01
2.117566967662347643e-01 5.995017462637735051e-01 2.440313254254064201e+00 2.637514281592259202e+00
3.681328845954670026e-01 1.514276127170086639e-01 1.031126918219177568e+00 1.019130622705898714e+00
8.867568093221698255e-01 1.143947462878358579e-02 1.134301703527920813e+00 1.023428938868962357e+00
8.299850091334686208e-01 8.832335765043053399e-03 7.784210551596839611e-01 9.514009388673509982e-01
9.851994588926271668e-03 6.846983614531304552e-01 2.469586471650555115e+00 2.758347239791767880e+00
4.627304118096031704e-01 6.962394261534090578e-01 3.472443533099532242e+00 3.295987057147171662e+00
9.688501886283025222e-01 4.531607800279469078e-02 9.618739171672155974e-01 1.247729284428630958e+00
5.504302014794737463e-01 2.801073081799014819e-01 1.872965427838151120e+00 1.730528305846574799e+00
2.602266811831059901e-01 1.300730383128434475e-01 9.798297815312458914e-01 8.167829146076158731e-01
9.360354613992375450e-01 6.997854733306377861e-01 3.631687712404873647e+00 3.823893614880396363e+00
3.131179974668628629e-01 2.777556700014145452e-01 1.114606401319085949e+00 1.463549898604629584e+00
2.607216178540243678e-01 9.146350460016016148e-01 3.963842454812132932e+00 3.948262770092224816e+00
6.312520843630801126e-01 1.909326441244508787e-01 1.548367820018233809e+00 1.462389204539781939e+00
7.794407200295982996e-02 7.536277363732996060e-01 2.983534102726951964e+00 3.107334376249661023e+00
5.370324684778022828e-01 4.821757389150072015e-02 9.448452458330787174e-01 7.905858476142554325e-01
4.126809554256614110e-01 1.721071669993192721e-01 1.461504072014008226e+00 1.150011591080664530e+00
8.386385953457367037e-01 9.040466503435029555e-01 4.500370612516779723e+00 4.533315605175283203e+00
9.454718786150745347e-01 9.973754452129118819e-01 5.206500829425228183e+00 5.021725394952913923e+00
9.047093458191479698e-01 6.675245225616976974e-02 1.393186632535337921e+00 1.263652629596515364e+00
8.558650973057911893e-01 8.423135217743680236e-01 4.233356265116721140e+00 4.305656656205784749e+00
5.913395618244153829e-01 9.542917404248374424e-02 1.235941230018458903e+00 1.037941011009053893e+00
9.922141190434550229e-01 9.198844347387234999e-01 4.805853625613047519e+00 4.763219905903907758e+00
6.624333972040272744e-01 1.810536989242564898e-01 1.494952355823196966e+00 1.456811590147612412e+00
8.845515063381733656e-01 9.240204190144201135e-01 4.470215220915967791e+00 4.662861487265114846e+00
7.040112928594545183e-01 6.673577975994700040e-01 3.437822662160186837e+00 3.442631078841269066e+00
8.775925552087049386e-02 4.405355128608655635e-01 2.060171699882476393e+00 1.868534849340724557e+00
1.902202584353659409e-01 3.396585649942888141e-01 1.314630761084781163e+00 1.577184054472921426e+00
9.680877449436229298e-01 1.576479093703453405e-02 1.187512572163042179e+00 1.128971696696188909e+00
3.398049555851956338e-02 9.741833046918868533e-02 2.080298599211654054e-01 4.408861540678725155e-01
1.041956403077484161e-01 4.029998362506810317e-01 1.873437198756854327e+00 1.736582751403489944e+00
7.787907501525148657e-02 6.346630062109520631e-01 2.387743098495551664e+00 2.632512638039832709e+00
4.592433560634401335e-02 1.480073475918823878e-01 5.801909330648660212e-01 6.557357686186486845e-01
5.389581366787364880e-01 9.207544532288282069e-01 4.563420558502495616e+00 4.274699022903845957e+00
4.305479536147660546e-02 5.556817112355356691e-01 2.183725032262441079e+00 2.279522401781563179e+00
4.831508163593637439e-01 2.886971029944493949e-01 1.647108151142958610e+00 1.691778180223988182e+00
7.890807105129262755e-01 6.877873750420970822e-02 1.276676650804228430e+00 1.146228231892013394e+00
8.484445543095786579e-01 1.192978924894720905e-01 1.494941648932131883e+00 1.412271734873758788e+00
4.100064545284207718e-01 2.368395961514428993e-01 1.373149452382977698e+00 1.405435481535423969e+00
7.164755116479469832e-01 5.806679813150765757e-01 2.862502930766221088e+00 3.110208477112061054e+00
6.869559549266431864e-01 6.456221091258346201e-01 3.197953632656754586e+00 3.337377767787682803e+00
7.030845384771479134e-01 6.400727376585386708e-01 3.531710856407989763e+00 3.332738944468332853e+00
1.933734684817880467e-01 2.190286645632127938e-01 9.611576894432395379e-01 1.099210386829951647e+00
3.463230541772555071e-03 7.794409055909297113e-01 3.150884265632022618e+00 3.129500455131284831e+00
7.868350966047897854e-01 1.668965339450608765e-01 1.699194193499648176e+00 1.535348266478569368e+00
6.592077387648647147e-01 1.369929137998967539e-01 1.396966465468173491e+00 1.277477384790502768e+00
1.186497376161281814e-01 5.647227705146432575e-01 2.241180161168827123e+00 2.397658009254952649e+00
9.375503140865171225e-02 4.902301267342479285e-01 1.870462189421691956e+00 2.073358772140901696e+00
9.146120494874080409e-01 2.869763319834981452e-01 2.420763601310239377e+00 2.153246568611748124e+00
4.788997460465893585e-01 5.948044259317299964e-01 2.808085143695691954e+00 2.908742786566752336e+00
1.300303437895343750e-01 6.151654040494626274e-01 2.285730149838919978e+00 2.611312082646961130e+00
2.773735512234123401e-01 3.347353458305831753e-01 2.013320159574524926e+00 1.652138744284876060e+00
7.952117236950213552e-01 8.112436452237674622e-01 4.140519265138945748e+00 4.115829428318970251e+00
4.553391883191011402e-01 6.144549478776291096e-01 2.968418655669871509e+00 2.961587772416044650e+00
5.682597288576589634e-01 5.078668785882666237e-01 2.886639789218865548e+00 2.658799117715424654e+00
3.386803212036393340e-02 3.801633126383003880e-01 1.585339946805788269e+00 1.569111241622912267e+00
4.613130146646827745e-01 1.951413116407252346e-02 4.631307291241814617e-01 5.938486389147181743e-01
8.358968784041531652e-02 3.651050226474829019e-01 1.566098609387506890e+00 1.562989342018601402e+00
9.412966522101688938e-01 7.839021116540119127e-01 4.017263584120527753e+00 4.165287751134709282e+00
7.938907903048791903e-01 7.318591549380696337e-01 3.653225118349409772e+00 3.797596826927677860e+00
4.637836743864065525e-01 9.267441960212754459e-01 4.504287881863327847e+00 4.217003080814035521e+00
1.520366057584159325e-01 9.875041512578925929e-01 4.181307342572523567e+00 4.121087052970955789e+00
4.919039553363813155e-02 5.443386318691678660e-03 3.540389730900175280e-01 9.035258998282191811e-02
5.177788166376656731e-01 6.398904158409968179e-01 2.899288808770836390e+00 3.130868744884028665e+00
5.008730318500964618e-02 8.272904669094423014e-01 3.416706655322244934e+00 3.371061883786257152e+00
5.506635483180788437e-01 6.195504587854472334e-02 7.125090320405418343e-01 8.602038603186736854e-01
4.050442431220976358e-01 2.886238366690142554e-01 1.343643249882625845e+00 1.606703957469310051e+00
8.491840335441224186e-01 7.715468575339021751e-01 4.157334818103407770e+00 4.015996888289221189e+00
3.839060911173691748e-01 6.303108518150347672e-01 3.159612987781677429e+00 2.947325722126538317e+00
7.162890363663884097e-01 3.487952222509556055e-01 1.921370148390308064e+00 2.184674100655254136e+00
3.983695945115316439e-01 7.709472140208604163e-01 3.787698909997347929e+00 3.524261248299539684e+00
7.297597568285839609e-01 5.839122621114382072e-01 3.310820936029707173e+00 3.137574955506271746e+00
2.496848271212490644e-01 7.509140825969351507e-02 4.675767485334417217e-01 5.859255546473667309e-01
6.005415569760909067e-01 7.638717039204266923e-01 3.672435052649311693e+00 3.715475390888320018e+00
2.345530780737696830e-01 2.440873266088239291e-02 3.753165672374536577e-01 3.672418192113093283e-01
7.965317744193161076e-01 7.340661583115938305e-01 4.115131967812185820e+00 3.809270982056983001e+00
1.664483353295492796e-01 4.977641274918538361e-01 2.240003772203014165e+00 2.182330555731702759e+00
2.899511477993247377e-01 6.155330594354357920e-03 4.379179428287403031e-01 3.545307630346693495e-01
1.158789897846482786e-01 2.551337282424499531e-01 7.912569115594447755e-01 1.159177017656305431e+00
1.982164321289154874e-01 6.841638546593963310e-01 3.025961128360735941e+00 2.960676924103442076e+00
1.109376172274081362e-01 3.148227130643989069e-01 1.584751503675222661e+00 1.392013485976858478e+00
7.342251245165634099e-01 2.763958404313389128e-01 1.885450161643825506e+00 1.915219686940175636e+00
7.552592140548782806e-01 9.847572361496714777e-02 1.183158062271940869e+00 1.228027652072759546e+00
1.348120052306311933e-02 9.867265483599477749e-01 3.963875265704141615e+00 3.967587037461165256e+00
4.884666677762705689e-02 8.996523151904819438e-01 3.746682868768837604e+00 3.658488817456506226e+00
7.777129915429582541e-01 1.684268969836415497e-01 1.479106657061534102e+00 1.531553756023954493e+00
1.310407051060527017e-01 4.618585374951830191e-01 1.759683215356693475e+00 2.000608836264726520e+00
9.170791389269895566e-01 4.796316977042759389e-01 2.367653776270495225e+00 2.924752066127999761e+00
6.971904528930050748e-02 3.025285449839524299e-01 1.226673315572276879e+00 1.298210032040552075e+00
7.200814373636994503e-01 7.413327592221554685e-01 3.469315637236694005e+00 3.755285667464482557e+00
8.341387130019884966e-01 3.592001364685580844e-01 1.921442994570145224e+00 2.354118403158828254e+00
7.774845653636410781e-01 3.711196914891525811e-01 2.490639412109034723e+00 2.340189621647719598e+00
5.457020000017824835e-01 2.096780489275009707e-01 1.163568457601497297e+00 1.444334777014666837e+00
4.767726704695581796e-01 7.976302968262011239e-01 3.871028438530458970e+00 3.715848803862446204e+00
1.047926037608626348e-02 4.214693585775819429e-02 2.283552973205163761e-01 1.948054979331540759e-01
8.566736204349190142e-01 6.104461255739239700e-01 3.140367594995906231e+00 3.381223715792638362e+00
3.463753088967974625e-01 8.526522457644056807e-01 3.668019059966672213e+00 3.793882680064609492e+00
1.912464126034882916e-01 7.519734545144052262e-01 3.287291768433817651e+00 3.223718215467858084e+00
2.406173265588126275e-01 1.850972229094773880e-01 8.113647218215429557e-01 1.015082057937878757e+00
1.479925396896093481e-01 9.317437119995144457e-01 4.053090884082654277e+00 3.894174820172758178e+00
4.216728773310047806e-01 5.359081430724795814e-01 2.358923442736368337e+00 2.611588383904199784e+00
6.542434864799170358e-01 9.906030794660941607e-01 4.796786331833698291e+00 4.678581182896149215e+00
3.501315262724166155e-01 6.623707692575838690e-01 2.897336711743656590e+00 3.038605807870424336e+00
2.903015425314814379e-02 2.557473645328600664e-01 1.191115202089218617e+00 1.067354602082582149e+00
9.086163943303151580e-01 4.715122768279568222e-01 2.858972694683338034e+00 2.883163985270704277e+00
8.642946532547046701e-02 3.181403289408674118e-01 7.554616087345357167e-01 1.378650351655718254e+00
4.954074511770247824e-01 7.700512940292960629e-01 3.313253832226112472e+00 3.626016968773928095e+00
1.888078675562221420e-01 4.481960538642958403e-01 2.133987834208475043e+00 2.008790269558545560e+00
6.265747542045666529e-01 6.754342523863864356e-01 3.126650385407554911e+00 3.390807152932494795e+00
5.264052688339729835e-01 4.052410640282203547e-01 2.155137410549121224e+00 2.203819963245469804e+00
6.672830675348483398e-01 7.620433237078201305e-01 3.769856639814822330e+00 3.780624373094803481e+00
6.335853488401861355e-01 5.358145749557325921e-01 2.536908271997933007e+00 2.841238250115865949e+00
6.863575206583957256e-01 7.981559478363545734e-01 4.176169594316483824e+00 3.945443232609630257e+00
9.759374427323316281e-01 7.824122880269914759e-01 4.440122439088801443e+00 4.196943645124719069e+00
6.830080450179293328e-01 9.245145085223704928e-02 9.786465504870508481e-01 1.125560644011287748e+00
2.754954127667142982e-01 2.215754060160868288e-01 1.331629414073699724e+00 1.198514017435131862e+00
3.622712295465079224e-01 5.891952048467291592e-01 2.958623098566539156e+00 2.759762126567884444e+00
8.651473131805920147e-01 2.643123297456133614e-01 2.083424776555184099e+00 2.009109425254540504e+00
1.899458502020222594e-01 3.966343383742461093e-01 1.954351083886721296e+00 1.804258760708603138e+00
4.127282388058532980e-01 2.095287134103844817e-01 1.252384863046517527e+00 1.299400652201238682e+00
2.285226394941332062e-01 9.630558122705994428e-01 4.337822007699299043e+00 4.106544149621133677e+00
3.773886585791849102e-01 8.720854635467060190e-01 4.139346514834438828e+00 3.905098460932362237e+00
5.133918861727435612e-01 7.945385129479265451e-01 3.635368549963812423e+00 3.743259281878417610e+00
4.421261480819839162e-01 7.097447149550073497e-01 3.034330134586697092e+00 3.327517280892043239e+00
9.721988997203507843e-01 6.952211430806631842e-01 3.646555673508396378e+00 3.844932889210175286e+00
7.252954980096285587e-01 2.340861745807868433e-01 1.892577484429949886e+00 1.736682203685820269e+00
3.198026607196934323e-01 4.768670767182531245e-01 2.141921065440087979e+00 2.265397467712778834e+00
4.504548745304592927e-01 2.280038554282423080e-01 1.526801308837521853e+00 1.414080078507380378e+00
2.303430663553798219e-01 9.271464104360715996e-01 3.646380447746313092e+00 3.965216917968616528e+00
1.678067865314234464e-01 9.734307479550896591e-01 3.923681894164143813e+00 4.082042440260004845e+00
1.124844285122229559e-01 9.377067815535179429e-01 4.045982853772660093e+00 3.879428812505684832e+00
8.657201674526064927e-01 7.934889876909292372e-01 4.206087883216135914e+00 4.121510466751919566e+00
9.028740846147876864e-01 6.824319734637915857e-01 3.704430527103728554e+00 3.718645735319869416e+00
2.168732031247053715e-01 1.944216415170060275e-01 7.599789309545508242e-01 1.026519527556082778e+00
3.188177914055325690e-01 5.524551956199609259e-01 3.097971075342786040e+00 2.565977068465233213e+00
4.939307590696940808e-01 3.632841698503518346e-01 1.565699636537069228e+00 2.001133168877392787e+00
9.892190194497851863e-01 3.094180495351273041e-01 2.280248590858193758e+00 2.323787621667719794e+00
8.704909662498433454e-01 6.056802365393539889e-01 3.118395732459770642e+00 3.377202762486695153e+00
9.243444328743111171e-01 4.644021176080527225e-01 2.657025954904856047e+00 2.871861767128305321e+00
3.794168778268476316e-01 6.168920450802416466e-01 2.837161896275333550e+00 2.888902566278206407e+00
2.097729200099937019e-01 3.921094356460481656e-01 1.961699110779008270e+00 1.807722845143935553e+00
4.582047892172557146e-01 6.655931870929343575e-01 3.456455130070148041e+00 3.168775063424079885e+00
6.638484457753275336e-01 4.002597390069548844e-01 2.036849879129805529e+00 2.333130607763372222e+00
8.255268630019396703e-02 5.531826845082435939e-01 2.120242569674457123e+00 2.312423086064282707e+00
3.023247865402778345e-01 6.292206766384723648e-01 2.810108501666906289e+00 2.854421638586787324e+00
6.641660137379620243e-01 8.591486304549279529e-01 4.082173144403627774e+00 4.164757960404028125e+00
7.425418885725145746e-01 8.660813931730448889e-01 4.360441396107693990e+00 4.277498613934882066e+00
6.070377724828623922e-01 1.093996111071511290e-01 1.290484615610067998e+00 1.110732509974341697e+00
4.074666289100040695e-01 4.398292792908964355e-02 5.080585702487995237e-01 6.330476959591285757e-01
1.641810841109012653e-01 6.384013079417885095e-01 3.219492301027618186e+00 2.741108722665091868e+00
7.366886453530092638e-01 7.382565116135034744e-01 3.892051094610881279e+00 3.761035840598190294e+00
5.367532006460706828e-01 4.751964747366896891e-01 2.428640021359914414e+00 2.494222522659201413e+00
1.717202626673530741e-01 9.845872162744967460e-01 4.106567276196957827e+00 4.130812366394927437e+00
7.502350480098668450e-01 1.106713237868744981e-01 1.308104762312956471e+00 1.271242944820906606e+00
6.561881384729151279e-01 2.359459576037332695e-01 1.713269273328915210e+00 1.669090497442041965e+00
9.120319844499452655e-01 8.632412610435682421e-01 4.355396892057145308e+00 4.450139855377515552e+00
4.973123670315732214e-01 1.394360031627167595e-01 1.029181608305610451e+00 1.111495465692979856e+00
9.015727843275148645e-01 7.163814402576564877e-01 3.911866471975403048e+00 3.852714969632806685e+00
3.897351371723561941e-01 1.119949633772585607e-01 9.427076861710175226e-01 8.852156587028118251e-01
9.507685317212143383e-01 4.312051803771316250e-01 2.613546824061071305e+00 2.768065526486863437e+00
8.630605358509704228e-01 8.798015177095986905e-01 4.189711643761168780e+00 4.463069958691363581e+00
9.639191655536283321e-03 4.256533730046694330e-01 1.942441833158861542e+00 1.724348380983712570e+00
7.206522474589684979e-01 7.503943815559838137e-01 3.856904759290439078e+00 3.792067373506590844e+00
2.207841202895154398e-01 1.687039300368556871e-01 1.173879846060735810e+00 9.281333089555160454e-01
3.003720264421272379e-02 5.578996523332439006e-01 2.450517973698904672e+00 2.274243391284300753e+00
1.257274564914531156e-01 9.394717436721293780e-01 3.970601899551974068e+00 3.900847051022347856e+00
5.271021433404589063e-01 1.545185339693051496e-01 1.261164878836959158e+00 1.204020865548476094e+00
4.043656330747276151e-01 3.589456365916955383e-01 2.300143080719043276e+00 1.886599752655280682e+00
4.423158658530756959e-01 6.920931067926239244e-01 2.983147511487995729e+00 3.257281142062545154e+00
7.275947283121743103e-01 7.032938936205557212e-02 1.303400332937769690e+00 1.085675606883658828e+00
5.290664875889294905e-02 1.491759535732088970e-01 9.186621389376564695e-01 6.679783576734833472e-01
8.469846099352300595e-01 3.419236210415084187e-01 1.996351461462527288e+00 2.299116964003228070e+00
9.778458372479934546e-01 5.764987620920680733e-01 3.388764292904803188e+00 3.377278387891903488e+00
9.468266388497258434e-01 3.804603320709554204e-02 1.401553251516013621e+00 1.194811038992310115e+00
6.827111012631847942e-02 4.109309583189016957e-01 1.692049599532391424e+00 1.729238620710067398e+00
2.765761442484636623e-01 5.172030811074154188e-01 2.490968297107953866e+00 2.379445089725207296e+00
5.943217839952597004e-02 5.752909578434028948e-02 3.375892182656736740e-02 3.093275164658142451e-01
6.577458922691672427e-01 2.830115785917529658e-01 1.660857689793297620e+00 1.858605617145976163e+00
7.323249415443296995e-01 2.672431944744464438e-01 1.825276838684457115e+00 1.876631748141647016e+00
5.314383855819225788e-01 5.711712586750472553e-01 2.990942927372982396e+00 2.871458955754872200e+00
1.717146940591829374e-02 1.146826392651163484e-01 3.130652204577905606e-01 4.915370479776279278e-01
2.784343135281807102e-01 6.927184115595188540e-01 3.030317902716550993e+00 3.081889084122606537e+00
2.552593651734053060e-01 4.841299408307454533e-01 2.420514121299122134e+00 2.224321900483808623e+00
5.224656551571262852e-01 3.810290989445366261e-01 1.939505916905845062e+00 2.102921244328479489e+00
4.776630593480987175e-01 1.715597505264188083e-02 6.694895546925502261e-01 6.021853501636744710e-01
6.096675147286817475e-01 4.753922261632728130e-01 2.718087083463101017e+00 2.574149537156520839e+00
3.610302212965338375e-01 5.623753388757012361e-01 2.790436649807863656e+00 2.651385325319075559e+00
8.443624509783294041e-01 5.093815098114777840e-01 2.478828068449620226e+00 2.964542985075184767e+00
6.045965534286230625e-01 1.466984503321204780e-01 9.769906862571702266e-01 1.256930706201127457e+00
6.985695547357798629e-01 4.955774735653640795e-01 2.493597956785994274e+00 2.751202498361704052e+00
1.988783250101943123e-01 7.776075613818994592e-01 3.153251059578446647e+00 3.334300115069362747e+00
5.326571074247852255e-01 8.388928091095382289e-02 6.533747043085167405e-01 9.281912253064371621e-01
5.206388418167563481e-01 2.841447758365581722e-01 1.782031353155004494e+00 1.714303146234937403e+00
6.596696426673025471e-01 8.868850174705000811e-02 1.071523962222900694e+00 1.085210900621756958e+00
6.347913273722844973e-01 1.424393043849273566e-01 1.350174577770557605e+00 1.272709108302012337e+00
9.761555576468738948e-03 5.955963252732182633e-01 2.478699702300798613e+00 2.402670596097399081e+00
9.401820641089733144e-01 8.351354825764917278e-01 4.450330209270378035e+00 4.368534333004708614e+00
6.742585636704752083e-01 4.599395709988518544e-02 1.260967265568648799e+00 9.306660124551691116e-01
9.123481629108534108e-01 1.627432314743595398e-01 1.996076346691134651e+00 1.655013590650429522e+00
9.026822222421204689e-01 6.021820391527735739e-01 3.530367003552870475e+00 3.398184981822397255e+00
5.477448600556104052e-01 8.684056512681205264e-01 4.674359780348350313e+00 4.075328926493181569e+00
5.624535330179263326e-01 1.665655468295957897e-01 6.991463255154972689e-01 1.290469387387356948e+00
3.842202608864834223e-01 5.186771824818722232e-01 2.515068664851979552e+00 2.502171536117638873e+00
8.242564525041029544e-01 2.625475492551080370e-01 1.997626694149847726e+00 1.957681196432616844e+00
9.550763061386209340e-01 3.202631031225156022e-02 1.242624822798210849e+00 1.179742913060083165e+00
9.912542734253780852e-01 6.245360610066231777e-01 3.567623207089132720e+00 3.583534655550616677e+00
4.407618232362340294e-01 1.231609822463007875e-01 5.691193088862511740e-01 9.851633710541487510e-01
9.947396460919775141e-01 6.436871789665428167e-01 3.573729025895539646e+00 3.663744047736817500e+00
6.717591457693837809e-01 9.685830685067267076e-01 4.399083486780122065e+00 4.609718787348138669e+00
3.229560663392136988e-01 9.908204971476018974e-01 4.266680441000157309e+00 4.319848404055398383e+00
1.635585889216527589e-01 2.414313535668868305e-01 1.374360393052745266e+00 1.156249575748818481e+00
5.439489222184213935e-01 3.155323787641253208e-01 1.892592916350919863e+00 1.864863536849049597e+00
1.058576729938212058e-01 2.759391970090709911e-01 1.327275812110290110e+00 1.231327389332149913e+00
2.507243291146217246e-01 2.747445539595615438e-01 1.900295697370687042e+00 1.383807418428918412e+00
1.646452416976977862e-01 7.807452760502698874e-01 3.294318363852691611e+00 3.309662992309923890e+00
6.616212214730831098e-01 8.480544111923713491e-01 4.062495216809321796e+00 4.117722107345546334e+00
4.611213380647448679e-01 8.179362401560554829e-01 3.671494624371681059e+00 3.779894548261908405e+00
1.238627888157214363e-01 7.243717008178172101e-01 3.044831220484032652e+00 3.040425744369215533e+00
1.345009768992342369e-01 3.094603976366596676e-01 1.466143098114911059e+00 1.396191323668293682e+00
7.279366657982458966e-01 9.200816694852653743e-01 4.728763429187750056e+00 4.477143461012274450e+00
1.465188086219296748e-01 4.272250205519328992e-01 1.206115194621338427e+00 1.879198174269022914e+00
8.532265472847069265e-01 2.539416863564016857e-01 2.501280368470272908e+00 1.954783860357076408e+00
6.853171230366792432e-01 4.782451168950652143e-01 2.791824897854247034e+00 2.667649429280568363e+00
5.266238901180898546e-01 4.765496063794523174e-01 2.352605802062265994e+00 2.488627452063866041e+00
1.291032716607629638e-01 8.865917699889762638e-01 3.286752662445649342e+00 3.693483869972582490e+00
2.377729607122347488e-02 2.728264856623390244e-01 9.725299154521878098e-01 1.129810269010116164e+00
9.209795216518785743e-01 1.446433349093804166e-01 1.486293967819449113e+00 1.592151566153041653e+00
4.357533855630062458e-01 7.885306807769545401e-01 3.478486420887691111e+00 3.635010130947319951e+00
4.686658784170526504e-01 5.467256477744253385e-02 3.719258569246703394e-01 7.421362630462562393e-01
6.718383473321860588e-01 3.672445333650420363e-01 1.914958689921834711e+00 2.210049951729819107e+00
1.998031530850131743e-01 6.889556351533939749e-01 2.660036564378845725e+00 2.981521755438695909e+00
1.196632223007918494e-01 5.855115339806645780e-01 2.604787419843882290e+00 2.481719590260522690e+00
2.115924064971035357e-01 6.030525444249272837e-01 2.672069800836520237e+00 2.651506080050693992e+00
1.371358628640554356e-01 5.648885848977187596e-01 2.569633174778067186e+00 2.418385738284416053e+00
4.715055395464279320e-01 2.857392358456877224e-01 1.857273071539446097e+00 1.667333729945631449e+00
1.443930166391715897e-02 3.265824789303819475e-01 1.294889903146242194e+00 1.334197643037053460e+00
9.922975098671868999e-01 3.845755499936314159e-01 2.619233006004384468e+00 2.627059387282265845e+00
5.569902576351215551e-01 5.175614043712463141e-01 2.681164685744301668e+00 2.685254350299333126e+00
8.749606282224834386e-01 2.218812872581575890e-01 1.851689592289541331e+00 1.850432345853242122e+00
3.920424601110121809e-01 9.890466070923786823e-02 7.226072191946240064e-01 8.354808527371456739e-01
6.933240969440063184e-01 4.065931135264634344e-01 2.366251526549640882e+00 2.390399878418517865e+00
8.752984457892536430e-01 6.860421241138173754e-01 3.811428960712933467e+00 3.703120370868818068e+00
6.885281765896917872e-01 3.216317610920841341e-01 2.056826262033076613e+00 2.046139785364480268e+00
8.834883423412120962e-02 7.493491599767712064e-01 3.063166908931031607e+00 3.101553900755085635e+00
8.794864408360421049e-01 3.830711911737435527e-01 2.636280766333676251e+00 2.498603654268621188e+00
2.898226770522273066e-01 3.052202392999606717e-01 1.572116820417573724e+00 1.547866219182415959e+00
9.285652915477586866e-01 9.426898509961704198e-01 4.983713036712067890e+00 4.785140736017657659e+00
1.116168231376288844e-01 8.215546602693647449e-01 3.253773175206713830e+00 3.414960118174472647e+00
3.576784510551611618e-01 3.628971633146806930e-01 1.528438191289651638e+00 1.851691829924372312e+00
5.583225418693884556e-01 9.701221232365447866e-01 4.413258920890839043e+00 4.492729374625358929e+00
8.327923278328185352e-01 8.680450105161413576e-01 4.308317577503464335e+00 4.383298362991029151e+00
2.756965879987127721e-02 6.441873742173236383e-01 2.712897636741463447e+00 2.615912385947523955e+00
